start_time,end_time,score
,,-1.0
,,-2.0
,,-5.814040485895939e-62
,,-2.0
,,-0.994875924207385
,,2.0
,,-2.0
,,-2.0
,,-2.0
,,0.9993521218237708
,,-2.0
,,-0.9992556755088838
