human_made,natural_land,high_way,two_way,one_way,water,park,school,medical,other_poi
0.17036675967324433,0.6492957273002319,0.0,0.07009782499075537,0.1102396880357683,0.0,0.0,0.0,0.0,0.0
0.08035277314449517,0.7715863804796197,0.0,0.06592689512356716,0.08213395125231802,0.0,0.0,0.0,0.0,0.0
0.06504441154700223,0.7375522100031723,0.0,0.08664216982129641,0.08395236332875121,0.0,0.0,0.026808845299777943,0.0,0.0
0.06285774577299465,0.785919653926301,0.0,0.09481087283374218,0.05524781725620532,0.0,0.0,0.0011639102107567725,0.0,0.0
0.12694411111223156,0.6550263696592615,0.0,0.07077287135169293,0.14454069061952732,0.0,0.0,0.00271595725728653,0.0,0.0
0.025552708769439627,0.8314250461472349,0.0,0.08424352717884943,0.05877871790447604,0.0,0.0,0.0,0.0,0.0
0.026159283863184835,0.8664884778841059,0.0,0.05350215744994943,0.05385008080275998,0.0,0.0,0.0,0.0,0.0
0.02426798165795876,0.8455439667599423,0.0,0.05484022464434573,0.07534782693775316,0.0,0.0,0.0,0.0,0.0
0.07044581929145079,0.5503579632144593,0.09488456315074693,0.16668846302164544,0.11762319132169742,0.0,0.0,0.0,0.0,0.0
0.06828932829019625,0.6517898574189865,0.04477397687857412,0.11030916477771582,0.12483767263452723,0.0,0.0,0.0,0.0,0.0
0.17776665331731412,0.6124649579495395,0.0,0.057936190094780404,0.06159391269523428,0.002446268855960486,0.08274262448271259,0.005049392604458684,0.0,0.0
0.1661771510189302,0.6414230823392143,0.0,0.0692061129104723,0.08575576522024853,0.02629302540787383,0.006118945596706164,0.005025917506554816,0.0,0.0
0.10926419097968167,0.647024852570893,0.0,0.06647922462354838,0.04300936880211994,0.13422236302375695,0.0,0.0,0.0,0.0
0.15940868964509422,0.569921685586561,0.08661414707699257,0.06200721369406232,0.1158707911814915,0.0018698479544594045,0.0,0.004307624861338984,0.0,0.0
0.15044541414466409,0.5644928847687801,0.09474686132169693,0.052581659259855085,0.1377331805050038,0.0,0.0,0.0,0.0,0.0
0.2665597802740486,0.5528935431824408,0.0,0.0,0.1763490178967058,0.0,0.0,0.004197658646804739,0.0,0.0
0.17679862421318016,0.6720585043327267,0.0,0.047564823936019233,0.1035780475180739,0.0,0.0,0.0,0.0,0.0
0.1995298344736851,0.6523312930553747,0.0,0.054379585199135806,0.09375928727180444,0.0,0.0,0.0,0.0,0.0
0.0685333166785551,0.7798446503647066,0.0,0.10860997248674466,0.04271293188743561,0.0,0.0,0.00029912858255784524,0.0,0.0
0.059345190533968604,0.7635991174507347,0.0,0.10779004271354305,0.04793189508054413,0.0,0.0,0.021333754221209457,0.0,0.0
0.07640324297764312,0.4367930554418148,0.0,0.08243714683482108,0.066834821062976,0.0,0.0,0.28413397756121533,0.0,0.05339775612152977
0.10028008601693793,0.5471367510022036,0.0,0.07928027185600128,0.0979438235059867,0.0,0.0,0.17535906761887066,0.0,0.0
0.16353001359665065,0.5154072937280401,0.0,0.0,0.1581149118910114,0.0,0.0,0.1629477807842979,0.0,0.0
0.1526512796951434,0.6092774519607579,0.005834301775627686,0.0,0.16898867598173023,0.0,0.06324829058674089,0.0,0.0,0.0
0.26385407772605834,0.5223407331919465,0.015393037155369488,0.0,0.19841215192662573,0.0,0.0,0.0,0.0,0.0
0.2815179509874426,0.49584762405266364,0.02195815124190961,0.0,0.2006762737179842,0.0,0.0,0.0,0.0,0.0
0.2895832900198895,0.4863683929672827,0.012016881847855463,0.0,0.21203143516497222,0.0,0.0,0.0,0.0,0.0
0.3234564517715844,0.42375370690503295,0.0,0.0,0.2527898413233826,0.0,0.0,0.0,0.0,0.0
0.31910868710691825,0.40743626460017973,0.0,0.0,0.27345504829290207,0.0,0.0,0.0,0.0,0.0
0.19396133284110642,0.2156534995966474,0.0,0.0,0.23647743276317051,0.005270929898683293,0.0,0.34863680490039245,0.0,0.0
0.17727548192483947,0.23408847942584382,0.0,0.0,0.201710484205939,0.0,0.0,0.3869255544433776,0.0,0.0
0.1730247085802944,0.2640061788462978,0.0,0.0,0.20153722618796485,0.0,0.05916517526011718,0.30226671112532577,0.0,0.0
0.1527258413698091,0.3111151076695465,0.0,0.0,0.20139939870647242,0.0,0.1303537859096431,0.20440586634452898,0.0,0.0
0.15757257723233176,0.4462936944561997,0.0,0.0,0.1997765552264071,0.0,0.12270842149809563,0.07364875158696571,0.0,0.0
0.12046369280017144,0.539280619864321,0.0,0.0,0.18273809125185003,0.0,0.1310280398866886,0.026489556196968987,0.0,0.0
0.11176439129068702,0.7125017548316365,0.0,0.0,0.17573385387767654,0.0,0.0,0.0,0.0,0.0
0.11853543687366684,0.6759434405226653,0.0,0.022215961685515356,0.1631216377564025,0.0,0.0,0.0,0.020183523161749907,0.0
0.1417261934917338,0.6202104125504501,0.0,0.03796882651941166,0.1797693229984633,0.0,0.0,0.0,0.020325244439941232,0.0
