honk_duration,edge_honk_duration
34,0
2,0
0,7
6,11
11,25
6,72
1,7
2,9
2,5
2,11
8,17
1,56
5,51
5,38
7,13
29,19
31,22
1,17
4,21
14,13
1,17
25,33
14,20
11,16
34,11
3,51
1,186
14,96
13,7
3,35
7,184
15,72
0,24
20,35
1,28
5,13
12,42
8,19
1,7
