honk_duration,edge_honk_duration
34,0
0,2
2,0
5,23
6,12
3,1
0,23
1,12
0,9
1,12
1,14
7,13
1,5
1,9
1,1
1,4
4,11
4,9
0,2
0,0
0,0
0,2
1,6
0,3
1,1
6,7
0,0
3,1
0,0
1,1
1,2
1,1
0,7
