wifi_count,edge_wifi_count
1,0
0,0
0,1
2,5
0,1
0,0
1,1
0,0
1,0
0,1
0,2
0,0
1,0
5,2
0,5
0,3
3,1
1,10
0,4
0,9
0,2
0,0
0,0
0,0
0,11
2,2
8,104
9,6
2,0
1,5
1,1
0,0
0,0
0,2
0,5
