wifi_count,edge_wifi_count
20,0
0,10
0,3
0,0
3,9
0,8
0,1
0,1
0,5
1,0
0,15
6,0
2,2
6,5
9,22
0,3
2,9
30,2
0,6
3,12
7,2
0,7
0,1
1,0
0,1
0,4
0,3
4,4
0,0
0,0
0,2
1,4
1,5
0,5
0,2
0,4
0,1
0,3
0,0
1,0
0,8
0,0
0,0
2,0
