honk_duration,edge_honk_duration
7,0
11,8
0,8
13,5
1,7
8,8
0,6
10,7
11,6
1,4
2,4
1,5
1,11
6,4
0,3
7,3
2,5
0,7
1,4
1,2
3,5
2,5
2,18
6,9
1,33
0,3
9,18
6,4
0,2
19,4
1,10
10,1
6,9
33,7
39,5
0,31
12,27
2,13
0,9
0,7
6,1
1,1
14,21
4,10
10,10
8,4
24,21
