wifi_count,edge_wifi_count
4,0
8,3
0,9
0,4
0,1
0,19
0,3
0,3
3,1
15,10
34,11
2,22
19,33
3,51
0,16
3,23
2,11
2,9
0,7
0,5
0,5
0,4
1,1
0,9
0,21
3,3
