23.49338776,87.31656862
23.49992428,87.30668175
23.50201625,87.30671621
23.51032603,87.31057114
23.51945978,87.31106727
23.52661384,87.31109453
23.52841435,87.30842195
23.52762777,87.31048256
23.52828424,87.3111407
23.53684072,87.30192564
23.5360523,87.30082912
23.53595139,87.30028729
23.53583445,87.29595691
23.53753844,87.2967333
23.53828979,87.2957297
23.53912738,87.29350064
23.54169323,87.28977533
23.54325483,87.29065446
23.54423561,87.28849561
23.54265359,87.28699723
23.54530883,87.28128259
23.55251037,87.28706196
23.55545916,87.28551286
23.55602804,87.28629875
23.56212142,87.28321737
23.56383458,87.28378527
