time_zone,start_date,start_time,lat,long,stay_duration,Is_Bus_stop,Is_Turn,Is_Signal,Is_Congestion,Is_Adhoc,estimated_stay_duration
Early_Morning,2019-07-05,08:28:51,23.564166506666663,87.28337686999998,3,0,0,0,0,1,23.5
Early_Morning,2019-07-05,08:29:04,23.56398669428572,87.28383453,7,0,0,0,0,1,23.5
Early_Morning,2019-07-05,08:29:24,23.5632948625,87.28360357749999,8,0,0,0,0,1,23.5
Early_Morning,2019-07-05,08:29:52,23.56206744,87.28322166,4,0,0,0,0,1,23.5
Early_Morning,2019-07-05,08:30:06,23.56171263,87.28340065,2,0,0,0,0,1,23.5
Early_Morning,2019-07-05,08:30:25,23.560877840000003,87.28386941384613,13,0,0,0,0,0,23.5
Early_Morning,2019-07-05,08:31:02,23.559393258571426,87.28472985446426,56,1,1,0,0,0,35.38961038961039
Early_Morning,2019-07-05,08:33:15,23.5554300425,87.2855329225,8,1,1,0,0,1,35.38961038961039
Early_Morning,2019-07-05,08:34:14,23.553326715,87.28667541,6,0,0,0,0,0,23.5
Early_Morning,2019-07-05,08:34:39,23.55237821733333,87.28690917,15,1,1,0,0,0,35.38961038961039
Early_Morning,2019-07-05,08:35:21,23.55105838636364,87.28589619136363,22,1,0,0,0,0,35.38961038961039
Early_Morning,2019-07-05,08:36:26,23.54868634454545,87.28404953272727,11,1,0,0,0,0,35.38961038961039
Early_Morning,2019-07-05,08:36:47,23.548054088,87.28355068599998,20,1,0,0,0,0,35.38961038961039
Early_Morning,2019-07-05,08:38:13,23.545242020000003,87.28127009800001,5,0,0,0,0,1,23.5
Early_Morning,2019-07-05,08:38:43,23.544537258571427,87.28273611714287,7,1,1,0,0,1,35.38961038961039
Early_Morning,2019-07-05,08:39:17,23.5438299225,87.28428506499999,4,0,0,0,0,1,23.5
Early_Morning,2019-07-05,08:39:59,23.542758634,87.28710018400001,10,0,0,0,0,0,23.5
Early_Morning,2019-07-05,08:40:27,23.54357720333333,87.28765570666667,3,0,0,0,0,1,23.5
Early_Morning,2019-07-05,08:40:37,23.543930276666668,87.28788519666666,3,0,0,0,0,1,23.5
Early_Morning,2019-07-05,08:41:28,23.54305129,87.29045833,1,0,1,0,0,1,30.41860465116279
Early_Morning,2019-07-05,08:41:56,23.54173065,87.2899469175,8,0,0,1,0,1,23.5
Early_Morning,2019-07-05,08:42:54,23.53914678896552,87.29337115206894,29,1,1,1,0,0,35.38961038961039
Early_Morning,2019-07-05,08:43:41,23.539013341754394,87.29462669543862,57,1,1,0,0,0,35.38961038961039
Early_Morning,2019-07-05,08:45:21,23.5375172575,87.296792811875,16,1,1,0,0,0,35.38961038961039
Early_Morning,2019-07-05,08:46:05,23.53595615636364,87.29596088,11,0,1,1,1,0,30.41860465116279
Early_Morning,2019-07-05,08:46:42,23.53539515,87.29710416,1,0,0,0,1,1,23.5
Early_Morning,2019-07-05,08:46:52,23.53571909830797,87.29777880458184,526,1,0,0,0,1,35.38961038961039
Early_Morning,2019-07-05,08:56:14,23.53499422,87.29763222,1,0,0,0,0,1,23.5
Early_Morning,2019-07-05,08:56:50,23.535840866562506,87.29578618812498,32,0,1,1,0,0,30.41860465116279
Early_Morning,2019-07-05,08:57:33,23.53545339428572,87.29614369000001,7,0,0,0,0,1,23.5
Early_Morning,2019-07-05,09:00:42,23.52753703230769,87.31114822153846,52,0,1,0,0,0,30.41860465116279
Early_Morning,2019-07-05,09:02:58,23.5266198,87.31132124,6,0,1,1,0,0,30.41860465116279
Early_Morning,2019-07-05,09:05:05,23.519441014,87.31130415499999,10,0,0,0,0,0,23.5
Early_Morning,2019-07-05,09:06:55,23.51115322,87.310643833,10,0,0,0,0,1,23.5
Early_Morning,2019-07-05,09:08:14,23.507261396,87.309952806,5,0,0,0,0,1,23.5
Early_Morning,2019-07-05,09:08:55,23.50516049,87.30868528,1,0,0,0,0,1,23.5
Early_Morning,2019-07-05,09:09:09,23.504616449375,87.30836600312499,16,0,0,0,0,0,23.5
Early_Morning,2019-07-05,09:09:48,23.503623328947373,87.30775271526315,19,1,0,0,0,0,35.38961038961039
Early_Morning,2019-07-05,09:11:10,23.50051584216217,87.30605493810813,37,1,0,0,0,0,35.38961038961039
Early_Morning,2019-07-05,09:12:25,23.4995711,87.3076742325,4,0,0,0,0,1,23.5
Early_Morning,2019-07-05,09:13:53,23.49661618340909,87.3133909328409,88,1,0,0,0,0,35.38961038961039
