d_wifi_count,d_edge_wifi_count,d_honk_duration,d_edge_honk_duration
1,0,16,0
1,0,6,2
0,1,1,1
3,7,8,9
1,3,0,3
0,1,2,2
1,0,1,0
1,0,0,0
0,0,1,0
1,1,1,0
3,0,9,6
1,3,0,1
5,1,0,0
2,1,0,2
2,7,1,2
1,3,0,0
2,0,6,0
3,4,1,0
3,0,4,0
3,2,2,14
2,1,5,1
1,2,2,7
2,0,3,0
6,0,0,0
3,35,8,1
6,1,5,12
46,28,19,21
15,47,4,8
8,33,16,14
24,1,9,4
2,2,34,15
0,0,1,3
1,2,0,1
0,0,0,0
0,0,0,7
0,1,2,2
1,0,3,2
3,5,2,6
0,16,9,3
0,1,4,7
1,6,0,5
0,1,0,1
