d_wifi_count,d_edge_wifi_count,d_honk_duration,d_edge_honk_duration
2,0,69,0
1,1,1,10
4,3,12,1
1,0,7,0
1,0,2,0
8,2,34,9
0,2,3,34
1,1,1,3
1,0,7,1
0,0,2,3
0,1,1,13
2,0,3,0
4,1,8,6
0,3,1,9
3,3,3,12
3,15,9,35
5,1,6,8
6,4,7,0
2,14,4,24
1,3,5,22
6,0,1,6
6,6,5,9
3,0,8,0
2,0,1,7
5,15,1,21
3,2,2,20
35,70,11,42
19,20,6,18
13,26,35,22
0,25,8,11
4,1,9,6
14,0,17,0
2,0,2,57
1,1,4,6
0,0,36,1
0,2,0,181
0,1,4,10
0,0,5,25
0,3,9,48
0,1,6,104
0,1,1,40
1,15,3,56
4,5,6,71
2,0,2,4
