wifi_count,edge_wifi_count
0,0
0,1
5,0
0,1
2,11
2,7
0,0
0,0
0,1
0,1
1,2
2,6
0,1
2,6
2,4
2,14
0,4
6,9
2,29
2,7
3,3
19,37
5,62
0,5
17,14
0,31
2,30
10,16
0,4
1,1
1,0
0,3
0,0
0,12
2,12
0,7
1,10
0,0
