23.56403541,87.28374436
23.56212142,87.28321737
23.55939121,87.2847144
23.55627828,87.28637661
23.55570863,87.28575606
23.55269709,87.28703066
23.54532667,87.2813925
23.54277612,87.28657134
23.54421334,87.28814256
23.54312617,87.29032674
23.54209712,87.28996178
23.53862067,87.2952354
23.53775981,87.29679938
23.53572486,87.29568072
23.53554011,87.29847387
23.52755353,87.31111043
23.52855023,87.30855531
23.52696816,87.31093336
23.51158288,87.31060893
23.50303472,87.30732683
23.50029624,87.30607834
