wifi_count,edge_wifi_count
7,0
6,1
0,3
0,3
0,8
0,2
4,3
2,10
1,5
3,2
3,5
6,33
0,24
39,53
3,64
3,9
2,30
0,0
0,2
4,2
1,3
5,4
1,4
1,3
0,8
2,7
0,20
2,1
2,1
0,0
1,0
0,0
0,26
1,0
