honk_duration,edge_honk_duration
0,0
1,0
14,5
0,13
0,0
0,1
0,1
0,0
0,1
1,4
21,7
1,14
2,0
2,0
3,0
1,9
0,1
0,2
1,1
4,6
0,0
12,8
7,19
5,5
39,1
7,11
4,4
6,3
3,9
9,12
6,7
0,0
0,0
0,0
0,3
8,2
0,7
1,36
3,1
0,0
4,13
0,22
