wifi_count,edge_wifi_count
3,0
0,0
2,2
0,5
2,0
1,5
1,2
0,0
1,0
3,0
0,3
1,2
3,2
1,6
1,5
1,0
2,7
3,2
0,10
2,10
2,0
1,2
6,6
0,77
0,17
15,12
20,18
17,10
21,6
1,0
0,0
4,3
0,0
0,3
0,5
3,7
0,7
0,0
