honk_duration,edge_honk_duration
0,0
0,2
10,17
5,27
1,9
0,6
0,1
0,11
0,5
1,3
1,4
1,7
0,6
1,15
1,17
0,23
0,2
6,7
5,38
6,2
10,1
114,5
0,1
0,0
1,1
4,12
2,167
2,3
5,7
0,60
0,2
10,10
0,13
0,5
0,0
