honk_duration,edge_honk_duration
19,0
114,6
1,12
1,26
3,9
1,35
8,24
25,18
5,93
0,88
0,40
8,27
1,49
27,24
24,11
3,21
1,19
16,9
3,32
23,16
8,11
5,4
3,3
4,11
3,3
1,9
1,1
6,7
0,8
1,9
0,10
0,34
0,2
5,7
0,10
0,15
8,10
6,16
