wifi_count,edge_wifi_count
8,0
0,4
2,0
0,2
0,5
0,2
1,1
2,7
5,3
0,8
0,4
0,0
0,0
0,1
0,0
1,2
0,5
4,11
6,16
3,5
9,3
9,39
1,8
17,40
38,0
5,41
1,5
1,26
0,1
0,0
4,3
2,16
3,3
1,23
1,8
0,9
2,2
0,1
0,0
1,0
0,1
0,17
