honk_duration,edge_honk_duration
1,0
0,1
0,1
10,3
3,29
0,3
0,0
1,0
0,1
0,2
5,5
0,0
4,3
0,10
0,2
7,0
2,9
0,1
1,1
0,0
0,12
7,5
1,11
1,6
1,1
7,9
5,0
1,0
2,17
6,18
0,7
3,23
35,40
2,21
26,42
1,113
28,5
2,258
2,34
5,89
2,50
8,89
9,4
6,36
1,50
6,28
8,49
11,8
5,16
