23.56087993,87.28386822
23.55941146,87.28472486
23.55561312,87.28554798
23.55386124,87.28647572
23.55247571,87.28704972
23.55119384,87.28602042
23.55005188,87.28515498
23.54819878,87.28365987
23.54524842,87.28129974
23.54453642,87.28282814
23.54297979,87.2872546
23.54423801,87.28811681
23.54167796,87.28987733
23.53916408,87.29318138
23.53898312,87.29470342
23.53777581,87.29679524
23.53575012,87.29748374
23.52722198,87.31118444
23.51961638,87.31134396
23.51160875,87.31061834
23.50710989,87.30988209
23.50362896,87.30777677
23.50028882,87.30607035
23.4964703,87.31366647
23.49469386,87.31687799
