Date,Early_Morning,Morning,Afternoon,Evening,Whole_Day,Day
09/14/2019,NA,-0.5773502691896258,0.4472135954999579,NA,-0.2412265977460349,Saturday
09/15/2019,NA,NA,-0.8067393827678885,0.0,-0.42610022721149937,Sunday
09/16/2019,NA,-1.0,0.4472135954999579,-1.414213562373095,-1.2991740668695573,Monday
09/17/2019,NA,-2.0,-2.0654635090827287,NA,-2.8580516211679883,Tuesday
09/20/2019,NA,NA,1.0,-1.0,-0.2,Friday
09/21/2019,NA,0.3357910676973911,-0.6546536707079772,-0.5773502691896258,-0.6164886898139497,Saturday
09/23/2019,NA,-0.5773502691896258,-0.2561738918851427,0.0,-0.5067961442864365,Monday
