honk_duration,edge_honk_duration
4,0
23,41
2,5
5,4
0,4
3,3
0,0
1,4
0,2
0,0
2,15
0,1
0,1
1,9
1,2
1,15
0,2
12,11
0,11
0,0
5,0
1,0
0,1
13,1
0,1
1,2
43,1
2,8
1,1
7,9
1,6
7,4
0,0
0,0
0,0
0,0
0,8
0,3
2,1
1,2
0,0
3,6
5,5
5,0
2,1
0,0
1,3
7,3
0,1
7,3
