wifi_count,edge_wifi_count
6,0
2,2
0,7
4,0
0,4
0,4
0,1
0,7
0,1
1,2
0,1
0,0
0,1
1,1
0,0
1,2
0,0
1,4
0,6
0,1
2,1
0,3
0,9
5,0
0,1
2,0
16,7
5,37
4,26
22,72
0,54
3,7
1,20
0,4
1,1
0,2
5,4
0,8
3,3
2,6
0,6
1,12
4,6
1,2
4,0
0,1
0,2
0,2
0,2
3,3
