wifi_count,edge_wifi_count
6,0
0,4
2,1
3,6
0,4
0,0
0,1
0,2
0,0
2,7
1,12
0,4
0,9
2,4
1,1
0,10
2,3
0,3
0,0
4,14
0,20
0,20
2,13
79,34
3,4
14,44
6,20
2,21
0,3
2,5
10,5
2,0
0,0
0,0
1,2
0,0
2,1
0,1
0,1
0,4
0,11
0,0
1,1
1,9
