wifi_count,edge_wifi_count
4,0
0,2
3,1
5,6
1,2
0,4
0,1
1,1
1,1
0,1
3,2
2,0
2,8
1,1
0,7
1,1
4,17
2,1
0,7
3,24
3,4
39,60
7,58
17,1
0,3
27,3
4,0
0,0
0,1
2,0
0,2
0,1
0,1
0,0
2,1
0,2
1,7
0,9
2,1
0,6
0,1
