d_wifi_count,d_edge_wifi_count,d_honk_duration,d_edge_honk_duration
21,0,187,0
0,0,2,4
0,2,2,20
0,1,2,54
1,1,11,17
1,0,7,10
4,2,13,16
0,3,4,34
0,1,9,13
0,2,6,95
0,2,5,44
0,0,1,26
1,1,0,47
1,4,4,43
0,7,10,59
1,15,22,33
3,0,12,5
1,8,7,17
4,0,12,2
0,29,4,38
9,32,41,41
6,2,12,16
2,6,5,24
0,0,10,12
0,0,8,3
0,1,6,24
2,3,6,23
2,0,4,13
0,3,2,15
0,6,7,9
1,7,18,45
2,3,6,23
2,3,12,18
1,4,7,11
1,0,7,2
0,0,11,18
1,1,9,20
1,0,29,9
1,2,21,45
0,5,6,38
0,2,7,30
