d_wifi_count,d_edge_wifi_count,d_honk_duration,d_edge_honk_duration
7,0,69,0
2,7,11,22
0,4,1,33
1,2,1,19
4,8,9,20
2,1,3,14
0,6,3,88
0,0,0,38
0,1,0,11
0,0,6,3
0,1,2,30
0,0,1,10
1,1,1,6
0,1,19,16
0,9,3,84
5,26,6,52
6,6,39,17
5,34,18,32
21,45,9,22
3,65,1,27
3,2,12,18
5,8,0,7
20,27,4,14
5,6,10,6
0,0,0,2
3,0,0,1
0,1,1,1
1,1,0,0
0,0,3,7
1,0,3,1
5,2,1,4
3,4,0,1
1,0,4,1
1,7,16,26
