wifi_count,edge_wifi_count
4,0
1,0
0,8
0,0
8,12
0,2
0,1
1,2
0,1
0,0
1,1
0,1
3,0
0,0
0,2
0,1
0,3
2,3
0,14
4,5
2,7
5,3
13,2
11,17
11,11
25,62
5,31
14,8
5,8
2,2
0,1
0,0
0,13
2,0
0,12
3,3
3,2
0,5
1,1
0,9
1,0
0,2
0,1
0,0
2,0
1,9
