honk_duration,edge_honk_duration
18,0
0,2
6,88
1,20
8,31
0,49
3,31
0,18
2,86
7,36
1,7
0,28
12,18
11,18
0,23
1,6
4,32
3,49
4,40
3,9
1,36
23,8
52,4
4,17
13,10
16,32
16,37
12,26
4,17
6,7
4,8
4,7
0,31
2,10
5,24
2,9
1,8
7,14
7,10
2,49
6,5
3,13
3,11
0,11
13,16
2,40
