start_time,end_time,score
,,-2.0
,,2.0
,,-0.8668778997501816
,,2.0
,,2.0
,,-2.0
,,2.0
,,-2.0
,,-2.0
,,-2.0
,,2.0
,,2.0
,,2.0
,,2.0
,,2.0
,,-2.0
,,2.0
