wifi_count,edge_wifi_count
3,0
0,1
0,0
0,2
3,0
2,1
1,6
0,0
0,1
3,1
3,3
1,3
0,5
2,2
3,4
0,9
1,3
1,2
1,0
0,5
0,3
0,12
2,3
3,0
18,47
2,19
3,0
9,2
1,8
5,5
18,3
1,1
0,1
0,3
0,1
0,0
0,1
1,7
