d_wifi_count,d_edge_wifi_count,d_honk_duration,d_edge_honk_duration
0,0,2,0
0,1,0,0
0,1,2,3
0,13,0,21
1,1,0,4
0,0,1,6
1,3,3,9
0,3,0,2
2,2,0,0
3,4,1,0
3,7,0,3
2,11,0,4
2,0,5,0
0,10,0,14
2,2,0,9
4,5,3,0
3,2,0,3
1,17,2,5
4,3,1,2
2,8,0,7
18,38,7,5
20,50,9,3
29,11,4,0
11,14,11,0
2,0,1,2
6,2,55,2
11,0,49,16
1,0,4,1
4,0,15,0
2,0,11,18
1,1,1,16
0,0,1,7
0,0,0,0
0,1,1,5
4,3,7,12
0,6,6,2
0,0,0,4
1,0,0,15
1,0,0,0
1,7,2,1
0,0,0,0
