wifi_count,edge_wifi_count
0,0
0,1
0,1
1,9
0,6
0,3
1,0
0,2
2,2
1,3
2,2
4,2
2,3
2,1
1,7
0,1
0,5
3,6
0,4
3,3
0,2
8,14
2,4
0,6
0,3
36,44
25,51
7,39
10,0
6,0
0,0
1,0
1,4
0,0
0,0
0,3
1,6
1,6
2,1
