start_time,end_time,score
13:01:09,13:01:09,-2.0
13:01:26,13:01:37,2.0
13:02:03,13:02:23,2.0
17:13:46,17:14:18,2.0
19:11:53,19:11:56,-2.0
19:12:32,19:12:53,2.0
11:40:02,11:40:42,2.0
11:40:53,11:40:53,1.0
11:41:01,11:41:15,2.0
15:54:00,15:54:32,2.0
17:57:05,17:57:27,2.0
17:57:49,17:57:52,0.8725252928694238
