honk_duration,edge_honk_duration
18,0
0,2
1,30
1,57
1,25
12,31
1,9
0,35
4,31
1,4
1,12
4,84
7,35
1,7
0,28
12,18
1,12
11,5
0,23
1,6
4,32
3,49
3,40
0,4
3,6
0,36
23,9
52,4
3,17
13,11
7,32
15,47
12,26
4,17
8,6
4,7
7,5
0,30
2,10
0,12
4,12
1,10
2,8
6,16
7,9
2,49
2,6
3,16
3,11
0,11
12,16
2,41
0,32
