lat,long,wifi_count,Is_Adhoc
23.493971052377038,87.31688065344265,13,1
23.494336556,87.31549199599999,0,1
23.49554928166667,87.314790465,0,1
23.502531370000003,87.3069062242857,4,1
23.510668376666665,87.31052178777777,0,1
23.5260021175,87.31108378833332,0,1
23.535380769166665,87.29694698666668,2,1
23.546321370606066,87.29285894303032,7,1
23.54390354,87.28791715333334,0,1
23.543418505,87.287657475,0,1
23.54384164142857,87.28431684428574,2,1
23.5446819625,87.28246116374999,0,1
23.548207778269234,87.28362086942306,5,1
23.55187281,87.28649021,0,1
23.553301991428576,87.28674376428572,0,1
23.55458775,87.286035265,0,1
23.55796938,87.28544918200001,0,1
23.561786656,87.28337799099998,0,1
23.493717064504967,87.31661879504955,11,1
23.53656053333333,87.29610136999996,0,1
23.53701099,87.296363372,0,1
23.53984587375,87.292855384375,14,1
23.54308313307693,87.29029063615386,0,1
23.54361418193548,87.28782160161288,1,1
23.542699087000003,87.28654412799999,0,1
23.543742856875,87.28430914625002,5,1
23.545560091250003,87.28143920999999,4,1
23.548295445714285,87.2835796557143,2,1
23.55196692,87.28656373333334,0,1
23.55334317272727,87.28663761363637,2,1
23.55485911333333,87.28580388,0,1
23.559023967199987,87.28466296719999,2,1
23.562674643,87.283353079,0,1
23.49381359075076,87.31681962642644,17,1
23.51065499900001,87.310580982,0,1
23.535139662142853,87.29752709928572,2,1
23.53556394,87.29656732599999,0,1
23.54631365263158,87.29279065210527,5,1
23.54318418166667,87.29029336166668,0,1
23.54383541142857,87.28788744285713,1,1
23.54342121,87.28764122,2,1
23.54507076,87.28160429399998,1,1
23.54555954551724,87.28143349620692,2,1
23.55174801,87.28637344,0,1
23.55321514500001,87.28674827714285,0,1
23.553567635,87.286577015,0,1
23.55462887181818,87.28596879727274,1,1
23.55501291333333,87.28574319333332,0,1
23.55737172,87.28577830500002,1,1
23.55781629,87.28557362,0,1
23.56179265,87.28334485666667,0,1
23.56409787763636,87.28205155827277,1,1
23.493902575178577,87.31670749410715,21,1
23.50013318270833,87.30613737583332,0,1
23.53517025093023,87.29747381813951,8,1
23.542195937777766,87.28993195111109,2,1
23.54637118087501,87.29281143250005,7,1
23.54350608333333,87.28775025047621,0,1
23.54281907775001,87.28636790600002,0,1
23.543961819705878,87.28410174941178,4,1
23.54506912125,87.281607255,4,1
23.54827248181817,87.2836504409091,0,1
23.55340533625,87.286690205,0,1
23.55424461785714,87.2862304857143,1,1
23.55470585666667,87.28597164666668,0,1
23.559121911538462,87.2846867476923,3,1
23.56060508333333,87.28407190416668,2,1
23.562435746666665,87.28328051333334,0,1
23.494286243459722,87.31712365905213,16,1
23.50701609714286,87.3097619057143,1,1
23.510749830769228,87.31056741153843,0,1
23.5362753,87.30299120000002,0,1
23.53571359369048,87.29901629952381,2,1
23.535138334153853,87.2974233892308,9,1
23.53565323915493,87.29620879422531,24,1
23.53923376,87.28864652333334,0,1
23.539543704736843,87.2882354052632,4,1
23.54075604642857,87.28894584214287,1,1
23.5411725175,87.28924281000002,0,1
23.546282537826084,87.29279660956524,3,1
23.543890710000003,87.28910225000001,2,1
23.543380736,87.28764493799999,0,1
23.543801042857147,87.28435925142857,0,1
23.545059016666666,87.28162439,0,1
23.548245522727278,87.28362412545457,1,1
23.553326895454546,87.28670591636364,1,1
23.559115708499995,87.28462202700001,2,1
23.56130252,87.28363722125,1,1
23.56310176375,87.283557,0,1
23.493820357653057,87.31660486857143,22,1
23.498696992222207,87.30984178888889,0,1
23.52533199333333,87.31119478666666,0,1
23.52753450833333,87.31078678,0,1
23.535147318617515,87.29753641018436,13,1
23.53971235,87.29289006,7,1
23.54331547855263,87.28762796657892,0,1
23.542879144,87.28626506799999,0,1
23.543742836,87.28452106399997,0,1
23.543888825,87.2842158425,0,1
23.54435846380952,87.28337277238094,2,1
23.5533394825,87.28666548000002,0,1
23.55800510125,87.28546727625,1,1
23.49400078699084,87.31696271445877,16,1
23.4989141325,87.30934251,0,1
23.50910675,87.310610935,0,1
23.518159511999997,87.311391046,0,1
23.51845291875,87.31129405250002,0,1
23.51917365384616,87.31115151538462,0,1
23.525964803448282,87.31107625896551,0,1
23.54313627333333,87.29031009222223,4,1
23.543837181999997,87.284266308,2,1
23.55184661142857,87.28641859190473,1,1
23.553160903636364,87.28671719272728,0,1
23.49776099333333,87.31146339933335,0,1
23.500012611666666,87.30615363583333,1,1
23.502467484285717,87.30700441857144,1,1
23.507159982352942,87.30977508352942,0,1
23.51244396,87.31051972,0,1
23.535347395131588,87.29704998956137,27,1
23.53602252875,87.295706185,1,1
23.545464326666664,87.29218507166668,0,1
23.546327470000005,87.29274655225805,5,1
23.543103849,87.29038176399997,6,1
23.54289505379311,87.28625227724136,0,1
23.543856945714282,87.2842549357143,0,1
23.544194865,87.28362462833331,0,1
23.54654155,87.282250185,0,1
23.548199865,87.28362931999996,2,1
23.553088447619054,87.28682507857141,0,1
23.5549981925,87.285794005,0,1
23.55910881114754,87.28459214442627,1,1
23.56100182,87.28377305000002,0,1
23.49388968599999,87.31678707305004,13,1
23.50004338023077,87.30626354838459,2,1
23.50227399,87.306846105,0,1
23.50282407333333,87.30710236555555,6,1
23.50484109848485,87.3084840087879,2,1
23.507059072857146,87.30978775714287,0,1
23.536272284285715,87.30102890214287,0,1
23.535251618,87.29854160200001,1,1
23.53541401333333,87.29681562111111,1,1
23.53988027818182,87.29285382909092,9,1
23.543053350555553,87.2904019077778,8,1
23.543881425,87.28792231833332,0,1
23.543433242857148,87.28768231571428,0,1
23.542685585,87.28663962499998,0,1
23.5428904,87.286209895,0,1
23.54382488,87.28427102,0,1
23.547321535555554,87.28283873666666,0,1
23.54821411628572,87.28357759428572,1,1
23.54894723666667,87.28415696833332,0,1
23.55185617714286,87.28645044428572,0,1
23.553327990000003,87.28670507000002,0,1
23.535482245,87.29670532499998,5,1
23.5369694875,87.29634298500002,11,1
23.53852794,87.29541321333332,8,1
23.543113012380953,87.29032696238096,5,1
23.543317927142855,87.28758250857142,0,1
23.54387984,87.28422470999998,0,1
23.545060078000002,87.28160009400001,0,1
23.54658559666667,87.28230717000002,0,1
23.548260606400003,87.28361536199999,5,1
23.553340315,87.2867041625,0,1
23.554885436,87.28583107200001,1,1
23.55635381,87.28636767,0,1
23.559125842400004,87.28459746399997,4,1
23.56143582666667,87.28354990777781,0,1
23.56180205,87.28333743,0,1
23.49429770632653,87.31717121163267,4,1
23.493785105,87.31687973000004,1,1
23.4996144784,87.3076979516,0,1
23.50723617833333,87.30986361333332,0,1
23.51060187,87.31056020272726,0,1
23.526556705,87.31160401166666,1,1
23.52431624166667,87.31580211333332,0,1
23.52300907263157,87.31729459789476,3,1
23.524122721111112,87.31816496888891,0,1
23.525241864,87.31722182799999,0,1
23.5253516425,87.316873575,0,1
23.53513168,87.29832791,2,1
23.53519426293105,87.29753670189653,5,1
23.53583656037037,87.296260997284,13,1
23.5369891075,87.29643019375,11,1
23.543230600000005,87.29023723357143,14,1
23.54376867347826,87.28790106130432,2,1
23.54338132,87.28768383125,0,1
23.54296202,87.28729711000004,0,1
23.54386962,87.28429984666668,0,1
23.545543035,87.281435945,0,1
23.54641016250001,87.2821706525,3,1
23.548491652000003,87.283741833,1,1
23.55207266,87.286673745,0,1
23.55339932,87.28671658333332,0,1
23.55480249,87.28591222,0,1
23.559065905384607,87.28466499923077,1,1
23.49364718429133,87.31668100700789,10,1
23.497206055,87.31239116,0,1
23.499054658000002,87.30916109200001,0,1
23.5028379975,87.3071223675,0,1
23.511061285,87.31054779250002,0,1
23.5265407275,87.3116474925,0,1
23.523967040819674,87.31636169016393,1,1
23.52328925,87.3168301125,0,1
23.523000824,87.317292011,0,1
23.523500595,87.3178510525,0,1
23.524714694,87.31862908000002,0,1
23.52511062666667,87.31748427666668,0,1
23.5253265125,87.31693861250002,0,1
23.535143877936505,87.29755268873016,4,1
23.54117884307692,87.29112167846155,0,1
23.54312787888889,87.29039258555555,4,1
23.54389947333333,87.28792987666668,2,1
23.542853028000003,87.28629400599999,0,1
23.54332106,87.28528889,0,1
23.543804771428572,87.2842913042857,3,1
23.547562044375,87.28308032625002,3,1
23.548255924090906,87.28365383863634,2,1
23.55074671909091,87.2855977690909,2,1
23.55191835333333,87.28658690666668,0,1
23.553278775714286,87.28674757357145,0,1
23.55466088333333,87.28596539333334,0,1
23.55912981290321,87.28466931870967,6,1
23.56270557,87.28343339,0,1
23.4957348125,87.31466143,0,1
23.52633691066667,87.31108492266668,1,1
23.5358742,87.29933487,0,1
23.53615953285714,87.29579106857143,2,1
23.54378971779411,87.28781748411764,0,1
23.543871855,87.28422807999998,1,1
23.54820539525001,87.28359112999996,2,1
23.553324748,87.28666679599999,0,1
23.557961638888887,87.28544173222224,0,1
23.56416379131579,87.28200483881578,6,1
23.494150914170852,87.31703567809042,13,1
23.49995155555556,87.30620340000002,2,1
23.53720217833333,87.29655088999998,3,1
23.543134606875,87.29032520249999,4,1
23.543916974285718,87.28793749285715,0,1
23.543289796363634,87.28760470727273,0,1
23.543849735,87.2842439675,3,1
23.544382034,87.28322222799999,2,1
23.54502394,87.28162828,0,1
23.548240436000004,87.28361496066665,1,1
23.55178575,87.2864167757143,1,1
23.553321201666666,87.28668181166665,1,1
23.559101389375,87.28459786812502,2,1
23.49421363151786,87.31675536758932,4,1
23.50727942333333,87.30987386666668,0,1
23.5243022975,87.315884365,0,1
23.52401194368421,87.3164674847368,0,1
23.53596197,87.29952131555555,5,1
23.535422369523808,87.29677208380953,2,1
23.538543805,87.295452025,4,1
23.542931005925922,87.29044423518519,7,1
23.543781699285717,87.28787511500002,1,1
23.54383248666667,87.28429680333332,0,1
23.54500806125,87.28170825875,0,1
23.5462647525,87.28200880499998,1,1
23.551899634,87.286552114,0,1
23.55332100111111,87.28667474555556,0,1
23.5578777,87.28549117200001,0,1
23.559101166999998,87.2846547325,6,1
23.56083926,87.28384858499999,0,1
23.493778530881208,87.31676547204985,16,1
23.496581098000004,87.31361227,0,1
23.49674402,87.31320392,0,1
23.497085939375,87.312584116875,2,1
23.502642305882354,87.30701229411764,6,1
23.510875648823532,87.31053759470586,1,1
23.513128565,87.310603055,0,1
23.523110223833328,87.31708301258331,0,1
23.535117330961537,87.29746220384617,5,1
23.543105573888887,87.29040533222225,14,1
23.543791262857145,87.2878756342857,1,1
23.54280434333333,87.28643786833334,0,1
23.544335755,87.2834010725,0,1
23.548230310652176,87.28364724586956,4,1
23.55338068111111,87.2866901922222,0,1
