Pair,t_test_stat,p_value,Day
"(('09/14/2019', 'Afternoon'), ('09/21/2019', 'Morning'))",0.08524910793439484,0.9390908686615899,"('Saturday', 'Saturday')"
"(('09/20/2019', 'Evening'), ('09/23/2019', 'Morning'))",0.5075956828419259,0.6394871972298516,"('Friday', 'Monday')"
"(('09/21/2019', 'Afternoon'), ('09/23/2019', 'Evening'))",-0.0006534658104609009,0.9995092511586158,"('Saturday', 'Monday')"
"(('09/21/2019', 'Afternoon'), ('09/23/2019', 'Morning'))",0.34213934299245047,0.7410684434297268,"('Saturday', 'Monday')"
"(('09/14/2019', 'Morning'), ('09/20/2019', 'Afternoon'))",-0.5567642128626064,0.6341323626221227,"('Saturday', 'Friday')"
"(('09/17/2019', 'Afternoon'), ('09/21/2019', 'Morning'))",-0.7797525818112648,0.4910622522252356,"('Tuesday', 'Saturday')"
"(('09/17/2019', 'Afternoon'), ('09/21/2019', 'Evening'))",-0.20087979107364876,0.8474897757440196,"('Tuesday', 'Saturday')"
"(('09/15/2019', 'Evening'), ('09/23/2019', 'Afternoon'))",0.24678364993643293,0.813835042694863,"('Sunday', 'Monday')"
"(('09/14/2019', 'Morning'), ('09/23/2019', 'Evening'))",-0.35505652180043434,0.7520142718829157,"('Saturday', 'Monday')"
"(('09/14/2019', 'Afternoon'), ('09/16/2019', 'Evening'))",,,"('Saturday', 'Monday')"
"(('09/14/2019', 'Afternoon'), ('09/16/2019', 'Morning'))",0.6243576197238477,0.605875731648748,"('Saturday', 'Monday')"
"(('09/17/2019', 'Morning'), ('09/21/2019', 'Evening'))",-0.9414683351197285,0.3966172340596744,"('Tuesday', 'Saturday')"
"(('09/15/2019', 'Afternoon'), ('09/20/2019', 'Evening'))",-1.420696779346429,0.26430329946050546,"('Sunday', 'Friday')"
"(('09/15/2019', 'Evening'), ('09/23/2019', 'Morning'))",0.28331529878993145,0.7870030755836507,"('Sunday', 'Monday')"
"(('09/15/2019', 'Evening'), ('09/17/2019', 'Morning'))",1.14564392373896,0.3202043591110668,"('Sunday', 'Tuesday')"
"(('09/17/2019', 'Morning'), ('09/23/2019', 'Afternoon'))",-1.1720566519943452,0.28657430656221333,"('Tuesday', 'Monday')"
"(('09/14/2019', 'Morning'), ('09/21/2019', 'Evening'))",-0.08239330095069182,0.9423077771380204,"('Saturday', 'Saturday')"
"(('09/15/2019', 'Afternoon'), ('09/21/2019', 'Evening'))",-1.0115761165723436,0.3689731302992816,"('Sunday', 'Saturday')"
"(('09/15/2019', 'Afternoon'), ('09/21/2019', 'Morning'))",-1.4203790821537656,0.2643799608782498,"('Sunday', 'Saturday')"
"(('09/14/2019', 'Afternoon'), ('09/23/2019', 'Evening'))",0.26413527189768715,0.8147894848576593,"('Saturday', 'Monday')"
"(('09/14/2019', 'Afternoon'), ('09/23/2019', 'Morning'))",0.5275893435844943,0.6604134879730132,"('Saturday', 'Monday')"
"(('09/20/2019', 'Evening'), ('09/21/2019', 'Morning'))",0.00038386267148947677,0.9997121030056241,"('Friday', 'Saturday')"
"(('09/14/2019', 'Afternoon'), ('09/20/2019', 'Evening'))",0.08490446129445234,0.9393354162584091,"('Saturday', 'Friday')"
"(('09/16/2019', 'Evening'), ('09/20/2019', 'Afternoon'))",,,"('Monday', 'Friday')"
"(('09/16/2019', 'Morning'), ('09/20/2019', 'Afternoon'))",-0.6208413084050056,0.6078526639414114,"('Monday', 'Friday')"
"(('09/15/2019', 'Afternoon'), ('09/16/2019', 'Evening'))",,,"('Sunday', 'Monday')"
"(('09/15/2019', 'Afternoon'), ('09/16/2019', 'Morning'))",-0.9233688399227674,0.42632360959625876,"('Sunday', 'Monday')"
"(('09/17/2019', 'Morning'), ('09/20/2019', 'Afternoon'))",-1.2183269707536475,0.4172924638078232,"('Tuesday', 'Friday')"
"(('09/16/2019', 'Afternoon'), ('09/17/2019', 'Morning'))",0.686406472983644,0.6099214726233061,"('Monday', 'Tuesday')"
"(('09/15/2019', 'Evening'), ('09/17/2019', 'Afternoon'))",0.5475108296214918,0.6089925420948968,"('Sunday', 'Tuesday')"
"(('09/17/2019', 'Morning'), ('09/20/2019', 'Evening'))",-1.3701437370499194,0.2825933051673111,"('Tuesday', 'Friday')"
"(('09/16/2019', 'Evening'), ('09/17/2019', 'Morning'))",,,"('Monday', 'Tuesday')"
"(('09/17/2019', 'Morning'), ('09/23/2019', 'Evening'))",-1.14564392373896,0.35001937727301347,"('Tuesday', 'Monday')"
"(('09/16/2019', 'Morning'), ('09/20/2019', 'Evening'))",-0.6192434959913553,0.5722937924125353,"('Monday', 'Friday')"
"(('09/15/2019', 'Afternoon'), ('09/17/2019', 'Morning'))",-0.17206312033487933,0.8763765869144724,"('Sunday', 'Tuesday')"
