time_zone,start_date,start_time,lat,long,stay_duration,Is_Bus_stop,Is_Turn,Is_Signal,Is_Congestion,Is_Adhoc,estimated_stay_duration
Afternoon,2019-09-13,14:17:38,23.494411795,87.31710577465519,58,0,0,0,1,0,23.918650793650794
Afternoon,2019-09-13,14:26:14,23.4933206252381,87.3162937315238,105,1,1,0,1,0,24.16631130063966
Afternoon,2019-09-13,14:28:44,23.496378315,87.31376294625,8,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-13,14:29:52,23.498755552199995,87.30973364800002,50,0,0,0,1,0,23.918650793650794
Afternoon,2019-09-13,14:31:28,23.500261137,87.30586861499998,10,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-13,14:33:06,23.506910196,87.30968278399999,5,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-13,14:34:14,23.51115629,87.31052354,1,0,0,0,1,0,23.918650793650794
Afternoon,2019-09-13,14:36:36,23.526406255,87.311112785,2,0,1,0,1,0,23.918650793650794
Afternoon,2019-09-13,14:38:50,23.53534681,87.2954752161905,21,0,0,0,1,0,23.918650793650794
Afternoon,2019-09-13,14:39:28,23.535889460000003,87.29564825749999,4,0,0,0,1,0,23.918650793650794
Afternoon,2019-09-13,14:39:45,23.536361098,87.29599434999999,40,0,0,0,1,0,23.918650793650794
Afternoon,2019-09-13,14:40:31,23.53733729647059,87.29658657147058,34,0,1,0,1,0,23.918650793650794
Afternoon,2019-09-13,14:41:50,23.538910803333334,87.29447707333333,3,0,0,0,1,0,23.918650793650794
Afternoon,2019-09-13,14:42:10,23.53911442153846,87.29317408076923,13,1,0,0,1,0,24.16631130063966
Afternoon,2019-09-13,14:43:15,23.54201571888889,87.28978112666668,9,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-13,14:43:50,23.543198105,87.29027561000001,2,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-13,14:44:10,23.544282660000004,87.2885358925,4,0,1,0,1,0,23.918650793650794
Afternoon,2019-09-13,14:45:24,23.543876413333333,87.28426100000001,3,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-13,14:47:23,23.548280164545453,87.28366057727273,11,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-13,14:48:19,23.551245900000005,87.285973594,5,1,0,0,0,0,24.16631130063966
Afternoon,2019-09-13,14:48:36,23.55181212,87.28643276,1,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-13,14:48:53,23.55244879,87.28697266,1,1,1,0,1,0,24.16631130063966
Afternoon,2019-09-13,14:49:06,23.5533304125,87.28664488125,8,0,0,0,1,0,23.918650793650794
Afternoon,2019-09-13,14:49:53,23.55560154,87.28550309166667,6,1,1,0,1,0,24.16631130063966
Afternoon,2019-09-13,14:50:17,23.55615992,87.28642397,1,0,1,0,0,0,21.441935483870967
Afternoon,2019-09-13,14:51:01,23.55907984,87.28461470166665,6,0,0,0,0,1,10.388739946380698
Afternoon,2019-09-13,14:52:11,23.563771,87.28215740599998,5,0,0,0,1,0,23.918650793650794
Afternoon,2019-09-13,14:52:26,23.564244963333334,87.28196880333334,15,0,0,0,1,0,23.918650793650794
