high_way,human_made,medical,natural_land,one_way,other_poi,park,school,two_way,water
0.0,0.11689908101563046,0.02503376724705848,0.6519084475163132,0.17590619513972464,0.0,0.0,0.0,0.030252509081273252,0.0
0.0,0.1131035145849358,0.0,0.6453797112596887,0.2415167741553754,0.0,0.0,0.0,0.0,0.0
0.0,0.12223382583306981,0.0,0.6794620990932023,0.19830407507372788,0.0,0.0,0.0,0.0,0.0
0.0,0.09599364753277312,0.0,0.7428452788128462,0.16116107365438062,0.0,0.0,0.0,0.0,0.0
0.0,0.10451367280448073,0.0,0.516608705201889,0.1840062964454369,0.0,0.1344950031116155,0.06037632243657795,0.0,0.0
0.0,0.1234266509085537,0.0,0.47303885359728176,0.20228615748264148,0.0,0.1265438026296351,0.07470453538188802,0.0,0.0
0.0,0.139383078535117,0.0,0.3189056697385619,0.19593236153330643,0.0,0.1332923582750488,0.21248653191796596,0.0,0.0
0.0,0.1447696047190645,0.0,0.28222866120259077,0.19669932267196277,0.0,0.06796253205080702,0.308339879355575,0.0,0.0
0.0,0.145820814694471,0.0,0.26394112715969703,0.20795777416746414,0.0,0.0,0.3822802839783678,0.0,0.0
0.0,0.1608860867849952,0.0,0.25102070438837754,0.21878989307260865,0.0,0.0,0.3693033157540186,0.0,0.0
0.0,0.17278699318384175,0.0,0.2952122286817356,0.23911547065909483,0.0,0.0,0.2799637868210964,0.0,0.01292152065423148
0.0,0.22772950825902868,0.0,0.48349334488761186,0.2737603855480301,0.0,0.0,0.009406855031812274,0.0,0.005609906273517138
0.0,0.21492467399023862,0.0,0.512250865078046,0.27282446093171553,0.0,0.0,0.0,0.0,0.0
0.0,0.22107231872896885,0.0,0.5256698672594908,0.25325781401154035,0.0,0.0,0.0,0.0,0.0
0.01474339835143031,0.22879668018428304,0.0,0.5395002891232951,0.21695963234099164,0.0,0.0,0.0,0.0,0.0
0.019678239291613556,0.22315455224274605,0.0,0.549184284561369,0.20798292390427128,0.0,0.0,0.0,0.0,0.0
0.002665327850091921,0.13021344772339657,0.0,0.6293939147833406,0.17283654378594687,0.0,0.06489076585722407,0.0,0.0,0.0
0.0,0.07110726139870727,0.0,0.7843526174809293,0.14454012112036335,0.0,0.0,0.0,0.0,0.0
0.0,0.11001283556218665,0.0,0.7103551172204974,0.15970218570242703,0.0,0.0,0.019929861514888885,0.0,0.0
0.0,0.08914693475662261,0.0,0.5345182773742784,0.09872434427807913,0.0,0.0,0.1890811718156748,0.08852927177534507,0.0
0.0,0.07894196069665911,0.0,0.7526038192954817,0.047335614191310875,0.0,0.0,0.0001874677789754886,0.12093113803757288,0.0
0.0,0.16509160546184268,0.0,0.6553294054633102,0.1266517965236149,0.0,0.0,0.0,0.052927192551232294,0.0
0.0,0.13409871857805392,0.0,0.6590274674149565,0.16665811896929422,0.0,0.0,0.0,0.04021569503769534,0.0
0.0,0.2507636983762141,0.0,0.560554608141173,0.1814599243716171,0.0,0.0,0.005130866760584265,0.002090902350411507,0.0
0.09664813308850857,0.13707365717418743,0.0,0.5675101836553711,0.14475693537288553,0.0,0.0,0.001703715424328173,0.052307375284719175,0.0
0.053945376503319126,0.21784152514726204,0.0,0.544409540601071,0.12583711186783622,0.0,0.0,0.004754172271849216,0.05321227360866235,0.0
0.09713344243767476,0.12894738773383432,0.0,0.5742582250240348,0.14859717747557996,0.0,0.0,0.0,0.05106376732887621,0.0
0.10694127692290634,0.08342173644660145,0.0,0.5942463434377784,0.13954631645480722,0.0,0.0,0.0,0.07584432673790664,0.0
0.11815577555850604,0.023220573803613694,0.0,0.6922949258211626,0.024685389366737864,0.0,0.0,0.0,0.1416433354499798,0.0
0.10157278433960829,0.03471222434570069,0.0,0.6760651742682764,0.07194482018327997,0.0,0.0,0.0,0.11570499686313478,0.0
0.10043065878657932,0.07651089151149833,0.0,0.625845411516353,0.10306389269939575,0.0,0.0,0.0,0.09414914548617367,0.0
0.09337343852970523,0.09054226692536238,0.0,0.5357909424598427,0.11132873620770271,0.0,0.0,0.0,0.1689646158773871,0.0
0.0,0.037870391293899054,0.0,0.8165807606360275,0.08243750739796193,0.0,0.0,0.0,0.06311134067211156,0.0
0.0,0.13223963770566527,0.0,0.6708804458102365,0.11856537912984665,0.0,0.0,0.0,0.07831453735425152,0.0
0.0,0.12362465270868798,0.0,0.6553175182212788,0.14221441047069486,0.0,0.0,0.0005085008069686718,0.07833491779236952,0.0
0.0,0.12037624258871421,0.0,0.6504011681071356,0.14994764166248783,0.0,0.0,0.0,0.07927494764166249,0.0
0.0,0.0668300789665198,0.0,0.7611525273993186,0.07008504922282607,0.0,0.0,0.007139934755768612,0.09479240965556696,0.0
0.0,0.07475653408157978,0.0,0.7707206007377866,0.09013620955765646,0.0,0.0,0.0,0.0643866556229772,0.0
0.0,0.12138986036347157,0.0,0.737749370521015,0.0939924499066288,0.0,0.0,0.0,0.0468683192088847,0.0
