honk_duration,edge_honk_duration
30,0
52,26
11,11
23,17
2,8
1,44
11,0
0,2
16,54
0,4
12,1
56,5
21,3
21,9
12,5
2,0
3,0
0,0
3,12
0,1
0,3
0,1
1,29
0,0
1,5
0,3
2,4
0,1
20,0
0,1
0,0
0,3
2,0
11,4
2,26
3,1
9,1
3,3
