wifi_count,edge_wifi_count
21,0
1,5
0,0
0,1
8,8
0,0
0,4
1,3
0,0
3,10
8,6
13,2
1,17
3,17
47,8
0,21
2,2
7,15
6,2
1,9
0,0
0,0
0,1
4,5
3,3
4,0
3,6
3,9
0,3
6,14
2,0
0,1
1,1
0,0
1,0
3,8
2,3
0,0
3,3
