honk_duration,edge_honk_duration
65,0
0,0
15,17
1,1
3,12
0,9
15,2
0,6
10,7
2,0
13,6
7,4
6,5
4,6
9,1
1,4
8,1
0,10
1,16
6,7
12,11
29,13
36,27
19,6
7,8
1,7
0,3
3,10
1,2
49,0
2,11
2,26
1,0
1,1
8,4
6,12
3,9
1,24
5,9
3,6
4,4
2,18
1,9
0,13
