lat,long,stay_duration,start_date,start_time,end_date,end_time,wifi_count,edge_wifi_count,honk_duration,edge_honk_duration,d_wifi_count,d_edge_wifi_count,d_honk_duration,d_edge_honk_duration,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,high_way,human_made,medical,natural_land,one_way,other_poi,park,school,two_way,water,RSI,Is_Bus_stop,Is_Signal,Is_Turn,Is_Congestion,Is_Adhoc
23.49467211362904,87.31682450887095,62,09/04/2019,18:29:49,09/04/2019,18:30:51,4,0,16,0,4,0,16,0,33.53473281860352,-3.692511796951294,-3.878793954849243,-4.662119388580322,-5.376284599304199,0.0,0.15656407900780892,0.0,0.6978079926504364,0.11304363803399173,0.0,0.0,0.0,0.032584290307762984,0.0,0.0,Bus_stop,Not Signal,Not Turn,Not Congestion,Not Adhoc
23.493778530881208,87.31676547204985,261,09/04/2019,18:31:28,09/04/2019,18:36:00,16,0,108,17,16,0,108,17,43.614994049072266,10.663744926452637,9.079142570495604,-5.086263656616211,-5.735407829284668,0.0,0.16149674700304298,0.0,0.6526182388871288,0.11692368903854228,0.0,0.0,0.0,0.06896132507128594,0.0,0.0,Not Bus_stop,Not Signal,Not Turn,Not Congestion,Adhoc
23.496581098000004,87.31361227,5,09/04/2019,18:37:20,09/04/2019,18:37:24,0,4,5,31,0,4,7,29,22.600919723510746,10.751852989196776,4.179508686065674,3.0222589969635014,0.9146149158477784,0.0,0.07356368795981864,0.0,0.7727725354450187,0.0891751806446671,0.0,0.0,0.0,0.06448859595049551,0.0,3.0311737146137334,Not Bus_stop,Not Signal,Not Turn,Not Congestion,Adhoc
23.49674402,87.31320392,1,09/04/2019,18:37:35,09/04/2019,18:37:35,0,0,1,6,0,0,3,4,28.13704872131348,10.645112037658693,8.724971771240233,1.4123384952545166,-0.6141941547393799,0.0,0.0857821290275444,0.0,0.7661028713377658,0.08543873748812743,0.0,0.0,0.0,0.06267626214656244,0.0,2.8204344469381177,Not Bus_stop,Not Signal,Not Turn,Not Congestion,Adhoc
23.497085939375,87.312584116875,16,09/04/2019,18:37:48,09/04/2019,18:38:03,2,1,9,8,2,1,11,6,38.158390045166016,6.417533874511719,4.824762344360352,1.7496386766433716,0.8368625044822693,0.0,0.1040354057333314,0.0,0.773926644933998,0.059847676407385225,0.0,0.0,0.0,0.06219027292528542,0.0,2.544205690750935,Not Bus_stop,Not Signal,Not Turn,Not Congestion,Adhoc
23.500191988333334,87.30594956916666,24,09/04/2019,18:40:19,09/04/2019,18:40:52,1,1,7,83,2,0,9,81,44.63035202026367,5.855528831481934,3.591392517089844,-0.9878188967704772,-2.3945868015289307,0.0,0.06228120931578186,0.0,0.7595978591060322,0.071275133805873,0.0,0.0,0.01459568928106466,0.0922501084912484,0.0,22.469813947211676,Bus_stop,Not Signal,Not Turn,Not Congestion,Not Adhoc
23.502642305882354,87.30701229411764,17,09/04/2019,18:41:49,09/04/2019,18:42:10,6,5,1,11,7,4,1,11,44.10426712036133,15.350445747375488,0.390179306268692,-0.2463879287242889,-0.8769967555999756,0.0,0.130616896572139,0.0,0.6340210763128293,0.15517879344029364,0.0,0.0,0.0,0.08018323367473804,0.0,2.5927378612836818,Not Bus_stop,Not Signal,Not Turn,Not Congestion,Adhoc
23.503266808333336,87.30747621888891,18,09/04/2019,18:42:23,09/04/2019,18:42:40,0,1,11,8,1,0,16,3,13.127923965454102,6.6601338386535645,0.5750049352645874,-1.241053342819214,-1.4855051040649414,0.0,0.12962915229022673,0.0,0.6476191878983824,0.14290764341764645,0.0,0.0,0.0014618860170786585,0.07838213037666579,0.0,2.394715915440335,Bus_stop,Signal,Not Turn,Not Congestion,Not Adhoc
23.505729336666665,87.30897885666668,3,09/04/2019,18:43:30,09/04/2019,18:43:32,0,7,1,38,1,6,4,35,29.849571228027344,13.43134593963623,9.79367446899414,8.721294403076174,-1.205547571182251,0.0,0.10160196223998136,0.0,0.7261889165465741,0.10721720016885744,0.0,0.0,0.0,0.0649919210445871,0.0,1.5981755616112387,Not Bus_stop,Signal,Not Turn,Not Congestion,Not Adhoc
23.510875648823532,87.31053759470586,17,09/04/2019,18:45:37,09/04/2019,18:45:58,1,0,9,56,1,0,14,51,38.42885208129883,9.392257690429688,8.062841415405272,1.6251192092895508,0.4203695356845856,0.0,0.03086161599914214,0.0,0.8153843404285741,0.058434757743105824,0.0,0.0,0.0,0.09531928582917804,0.0,9.515541533327044,Not Bus_stop,Not Signal,Not Turn,Not Congestion,Adhoc
23.511791776,87.31062079200001,5,09/04/2019,18:46:11,09/04/2019,18:46:15,0,0,1,8,0,0,6,3,41.3980712890625,19.100122451782227,9.301490783691406,1.7213259935379028,-2.316790819168091,0.0,0.045912714207338716,0.0,0.7942318656612054,0.05966071063587172,0.0,0.0,0.0,0.10019470949558404,0.0,1.9123261657523192,Bus_stop,Not Signal,Not Turn,Not Congestion,Not Adhoc
23.513128565,87.310603055,2,09/04/2019,18:46:41,09/04/2019,18:46:42,0,1,0,19,0,1,4,15,39.85316467285156,13.238967895507812,9.058870315551758,6.368306636810303,2.9520068168640137,0.0,0.0884968414425629,0.0,0.8009858419361993,0.04011689881884975,0.0,0.0,0.0,0.07040041780238805,0.0,1.658589439827013,Not Bus_stop,Not Signal,Not Turn,Not Congestion,Adhoc
