start_time,end_time,scores
16:42:42,16:43:57,2.0
18:33:57,18:35:03,-0.9900498337491681
18:37:29,18:38:44,2.0
18:38:57,18:39:04,-2.0
16:16:34,16:16:47,-1.0015216243335425
18:19:29,18:19:41,0.9983713358651886
