wifi_count,edge_wifi_count
11,0
1,7
7,8
0,6
1,3
4,5
4,9
5,7
0,9
0,15
4,11
44,40
14,2
6,22
0,4
0,6
1,1
0,0
5,3
0,3
4,13
2,4
2,6
0,7
0,5
0,3
3,2
2,1
2,0
0,2
1,0
0,0
2,1
1,6
0,0
