d_wifi_count,d_edge_wifi_count,d_honk_duration,d_edge_honk_duration
11,0,76,0
1,7,8,58
7,8,17,20
0,6,6,29
1,3,2,17
4,5,5,23
6,7,22,40
5,7,10,5
7,2,6,4
15,0,9,0
10,5,25,6
44,40,9,10
14,2,2,3
6,22,11,9
4,0,2,3
0,6,1,10
1,1,2,2
0,0,7,1
5,3,5,13
3,0,3,2
4,13,2,9
2,4,4,5
2,6,1,9
0,7,9,5
1,4,3,10
0,3,2,7
3,2,11,2
3,0,13,5
2,0,8,0
2,0,1,3
1,0,2,0
0,0,7,3
3,0,6,5
2,5,4,27
0,0,1,1
