honk_duration,edge_honk_duration
12,0
1,10
5,0
16,5
2,21
2,2
13,20
0,0
2,8
3,3
17,0
1,2
2,9
3,8
6,12
10,7
6,11
9,11
0,3
7,30
2,10
0,8
23,12
0,10
2,2
21,3
4,6
2,10
44,7
1,4
5,2
21,7
5,18
10,38
3,13
20,4
3,7
3,6
1,27
2,5
0,4
1,10
9,7
1,25
0,0
2,5
0,5
