start_time,end_time,score
18:52:37,18:52:50,-2.0
11:00:34,11:01:00,-2.0
14:57:38,14:57:47,0.4065696597405991
16:45:39,16:46:05,-2.0
16:46:15,16:46:38,-0.10025884372280375
