Date,Early_Morning,Morning,Afternoon,Evening,Whole_Day,Day
09/14/2019,NA,-0.4472135954999579,NA,NA,-0.4472135954999579,Saturday
09/15/2019,NA,NA,-1.414213562373095,NA,-1.414213562373095,Sunday
09/16/2019,NA,-1.0110466119307504,-1.7987915749751693,-1.414213562373095,-2.4019736022724665,Monday
09/17/2019,NA,-1.3416407864998738,-2.0244288974397917,-0.2671213146118635,-2.1712184483647903,Tuesday
09/20/2019,NA,NA,-0.950397531536281,-1.2327507922979015,-1.5471157102884703,Friday
09/21/2019,NA,-1.445762270950984,-0.4704937631092639,NA,-1.09043361683327,Saturday
09/23/2019,NA,-1.7337887134072725,-2.0449340427671854,NA,-2.660932907004383,Monday
