mfcc0,mfcc1,mfcc2,mfcc3,mfcc4
65.41124725341797,2.030623197555542,-0.029233418405056,-5.210689544677734,-6.258723735809326
62.97719192504883,13.66193962097168,4.374540328979492,1.3241883516311646,-3.0869603157043457
62.392250061035156,19.393030166625977,-2.3262200355529785,-3.3328216075897217,-3.3917126655578613
103.74028015136719,17.302892684936523,4.470246315002441,-1.1208786964416504,-3.404423475265503
45.40150451660156,14.580413818359375,10.41018295288086,-2.7418558597564697,-3.627483367919922
96.73218536376953,8.820530891418457,1.4436540603637695,-2.965672731399536,-3.9894912242889404
31.79070472717285,9.036609649658203,-0.7955633997917175,-1.8609570264816284,-4.805744171142578
102.90209197998047,11.121593475341797,4.184024810791016,-3.4862184524536133,-4.677895545959473
96.48173522949219,8.755461692810059,4.038686752319336,-4.6623125076293945,-5.079216003417969
68.5082015991211,0.6850224137306213,-2.0515196323394775,-2.297647714614868,-3.81235933303833
86.95056915283203,15.718193054199219,11.677345275878906,-1.1695494651794434,-2.4701595306396484
74.14035034179688,3.925222396850586,-2.0923609733581543,-2.8812084197998047,-4.404099941253662
78.5086669921875,2.836951732635498,-1.789151668548584,-2.487523078918457,-3.6814053058624268
78.19715881347656,21.183204650878906,-2.3059685230255127,-2.7938129901885986,-2.7944796085357666
66.22383880615234,4.496530532836914,0.9242876768112183,-3.1973366737365723,-3.819138288497925
68.36027526855469,10.528717041015625,-2.857717275619507,-3.7010695934295654,-5.194766521453857
46.23877716064453,12.644779205322266,-1.4358818531036377,-3.951871395111084,-5.797027111053467
49.58140563964844,10.46420955657959,0.028647469356656075,-2.059565782546997,-3.8789222240448
67.2439193725586,7.974008560180664,-1.8965539932250977,-3.4678850173950195,-5.902045249938965
93.71851348876953,16.536376953125,0.8372941017150879,-0.41360342502593994,-1.0515263080596924
103.44745635986328,6.463692665100098,1.0599582195281982,-1.9520105123519897,-3.180215358734131
86.59172821044922,14.783648490905762,3.802128314971924,-2.8577864170074463,-3.3012664318084717
96.77417755126953,11.383759498596191,10.51954460144043,-5.153619766235352,-5.403162479400635
110.24676513671875,13.000166893005371,9.964399337768555,-4.248549461364746,-4.667364120483398
107.34053802490234,8.921091079711914,-3.2396533489227295,-3.288508653640747,-5.060492515563965
145.35745239257812,26.824861526489258,23.502756118774414,19.799972534179688,0.9044318199157715
70.90730285644531,17.095970153808594,9.395506858825684,1.458831787109375,0.6593115925788879
103.89798736572266,12.796751022338867,8.913782119750977,-4.850947856903076,-5.766726493835449
68.86531829833984,1.6007678508758545,-2.8690099716186523,-3.956869125366211,-4.889057159423828
112.31752014160156,7.823317527770996,-0.31822705268859863,-3.215930938720703,-3.238243341445923
113.21011352539062,10.908864974975586,-1.9070574045181274,-3.7792868614196777,-5.749729156494141
61.899009704589844,5.360982894897461,-3.1834475994110107,-3.845458984375,-4.988943099975586
84.63827514648438,-1.7957677841186523,-2.3361904621124268,-4.732787609100342,-4.733466625213623
70.72246551513672,4.758478164672852,2.7741811275482178,-2.426335334777832,-4.349900722503662
113.98248291015625,1.1102560758590698,-0.7585418820381165,-3.503575086593628,-4.973015308380127
94.76776885986328,7.18991756439209,-2.1634838581085205,-6.872722148895264,-6.977776527404785
69.68663024902344,37.559444427490234,8.015779495239258,0.27284786105155945,-1.1052361726760864
74.27973175048828,11.738295555114746,5.400152206420898,-0.9960021376609802,-1.1533554792404175
68.98163604736328,18.673357009887695,10.592720985412598,-0.19957764446735382,-1.3264436721801758
85.49736022949219,12.039888381958008,11.001660346984863,1.9861551523208618,0.5035955905914307
77.01702117919922,5.960350513458252,4.648131370544434,1.8005067110061646,-4.100919723510742
55.847408294677734,9.052165031433105,6.0969696044921875,4.665507793426514,-1.2546741962432861
116.68975830078125,31.783222198486328,7.501255035400391,5.386733055114746,3.8657336235046387
72.1092300415039,2.6417436599731445,1.3199427127838135,-2.36879825592041,-3.213817834854126
103.27349090576172,13.643867492675781,13.323529243469238,-2.0818300247192383,-3.7992372512817383
85.71822357177734,5.899879455566406,-2.716240406036377,-4.759827136993408,-5.457521915435791
