wifi_count,edge_wifi_count
1,0
0,0
1,0
1,3
5,4
0,0
0,0
0,4
0,0
0,1
2,1
3,1
1,1
1,3
2,0
1,0
0,11
1,2
0,21
1,1
3,11
2,5
3,2
0,0
2,41
0,3
51,32
0,29
20,37
1,39
5,10
30,1
2,1
1,1
0,2
0,1
0,0
0,1
0,0
0,2
0,1
0,4
3,14
1,15
0,2
0,0
0,0
0,13
