honk_duration,edge_honk_duration
69,0
9,24
0,34
1,19
7,22
1,16
2,89
0,38
0,11
3,6
2,30
1,10
0,7
16,19
0,87
6,52
39,17
14,36
8,23
0,28
8,22
0,7
1,17
1,15
0,2
0,1
1,1
0,0
1,9
1,3
0,5
0,1
4,1
13,29
