honk_duration,edge_honk_duration
0,0
1,1
5,0
2,0
2,2
0,0
0,2
3,4
1,0
0,0
0,0
0,1
2,1
0,2
0,4
0,5
0,3
0,2
1,6
0,0
0,0
0,0
9,0
5,0
0,0
0,0
13,0
0,2
0,0
0,0
0,5
2,1
1,4
0,8
