wifi_count,edge_wifi_count
10,0
9,0
1,4
1,3
1,7
0,0
0,4
0,2
0,2
0,0
1,1
1,5
1,4
0,14
2,5
2,3
3,104
0,8
1,7
0,2
1,3
5,4
3,2
0,2
1,3
3,6
0,1
0,1
0,0
1,2
0,0
0,0
0,9
0,0
2,0
3,1
