honk_duration,edge_honk_duration
35,0
11,29
0,14
38,17
16,21
1,41
0,107
6,7
0,30
2,59
71,31
21,5
22,26
2,10
15,13
0,3
8,30
14,7
1,14
1,10
12,17
1,15
0,7
2,6
8,6
11,7
8,8
0,33
0,15
2,15
1,8
28,13
3,22
