start_time,end_time,score
12:16:20,12:20:05,2.0
16:43:09,16:44:24,-0.9952596239786786
16:45:43,16:45:51,-2.0
16:46:05,16:46:06,-2.0
16:46:19,16:46:36,2.0
16:46:48,16:49:39,2.0
18:43:39,18:46:20,2.0
18:46:24,18:46:28,-2.0
12:01:57,12:02:06,1.0003708816638928
12:02:20,12:02:22,-2.0
16:17:23,16:17:32,-2.0
18:23:21,18:23:30,-2.0
