start_time,end_time,score
16:33:39,16:36:37,-1.0
16:36:48,16:36:51,-2.0
18:23:44,18:23:44,-2.0
18:23:57,18:24:19,2.0
16:28:25,16:28:34,1.001295057017474
18:13:57,18:14:17,2.0
18:14:29,18:14:37,-2.0
