start_time,end_time,scores
16:54:22,16:54:47,-1.0
16:57:09,16:57:20,2.0
18:48:14,18:48:43,-0.9956512027897944
18:49:43,18:49:45,-2.0
18:50:20,18:50:27,-2.0
16:03:17,16:04:03,-1.0045967741766781
