start_time,end_time,scores
09:16:16,09:16:27,-2.0
09:16:35,09:17:07,-0.01831563888873418
09:18:48,09:19:08,-0.8203536083510842
17:16:25,17:16:32,-2.0
17:18:16,17:18:33,2.0
08:33:22,08:33:29,-2.0
