start_time,end_time,scores
08:21:48,08:21:59,2
10:08:54,10:09:25,2
11:26:56,11:27:00,-2
11:28:34,11:28:54,2
12:20:11,12:20:16,-2
07:37:20,07:38:14,2
07:40:09,07:40:13,-2
11:34:00,11:34:00,-2
