high_way,human_made,medical,natural_land,one_way,other_poi,park,school,two_way,water
0.0,0.15923154225302857,0.0,0.675654584206051,0.1157545617515948,0.0,0.0,0.0,0.04935931178932566,0.0
0.0,0.1070085070136251,0.0,0.7011870336588201,0.10941035830356913,0.0,0.021514299606271863,0.0,0.060879801417713736,0.0
0.0,0.09753773413347881,0.0,0.7693216948536098,0.06579378068739772,0.0,0.0,0.0,0.06734679032551373,0.0
0.0,0.07306311750529682,0.0,0.7843127261607461,0.07676177856087138,0.0,0.0,0.0,0.06586237777308569,0.0
0.0,0.09861503746749707,0.0,0.7645636837735931,0.07431327874428113,0.0,0.0,0.0,0.0625080000146286,0.0
0.0,0.05922258163615663,0.0,0.7637530043189908,0.07006523664094548,0.0,0.0,0.015038762491642118,0.09192041491226484,0.0
0.0,0.1308876811594203,0.0,0.6454982620478378,0.14318221986567692,0.0,0.0,0.001785819488629669,0.07864601743843525,0.0
0.0,0.026440145620672425,0.0,0.8308230423299308,0.055000356913412804,0.0,0.0,0.0,0.087736455135984,0.0
0.0,0.04624076457324352,0.0,0.7965786351105743,0.05846146124974458,0.0,0.0,0.0,0.09871913906643771,0.0
0.0056392893548856855,0.0973605650211155,0.0,0.7009247123926023,0.12325979321392166,0.0,0.0,0.0,0.07281564001747488,0.0
0.09343424118498013,0.0826857881155974,0.0,0.5431981065053908,0.10910416060839188,0.0,0.0,0.0,0.17157770358563976,0.0
0.09849109984675232,0.08155649534362842,0.0,0.6157167275727926,0.10975996109866791,0.0,0.0,0.0,0.09447571613815865,0.0
0.12419989706489987,0.033758363476886724,0.0,0.6536560082927997,0.04177570296699553,0.0,0.0,0.0,0.14661002819841829,0.0
0.12564379495543945,0.05784052253006825,0.0,0.5727919945337123,0.09574819810884083,0.0,0.0,0.0,0.14797548987193898,0.0
0.04224238125828529,0.11260550383768471,0.0,0.5798078744016963,0.15374875140640842,0.0,0.0,0.0,0.11159548909592543,0.0
0.05684846727700526,0.12144697079518718,0.0,0.6109518977366921,0.1567105649534812,0.0,0.0,0.0,0.05404209923763433,0.0
0.05572400978782083,0.06016437394157301,0.0,0.6533516702572412,0.10935951221831669,0.0,0.0,0.0,0.12140043379504831,0.0
0.09287309570933125,0.028732772865106317,0.0,0.6392497230948014,0.07337896973108421,0.0,0.0,0.0,0.1657654385996768,0.0
0.0,0.12903719131644295,0.0,0.6680491126371826,0.07529293532483232,0.0,0.001216164058346745,0.0,0.06866229236001369,0.05774230430318168
0.0,0.07887802497695687,0.0,0.5589922466610038,0.06060978474995934,0.0,0.0,0.0041351141313187905,0.08391679167193797,0.21346803780882329
0.09396733566736735,0.1681014539744762,0.0,0.5559239168054093,0.12399768296725916,0.0,0.0,0.004725143812684661,0.05328446677280328,0.0
0.09686892758936755,0.13461044912923922,0.0,0.5696241979835014,0.14875160403299725,0.0,0.0,0.0,0.05014482126489459,0.0
0.09677882069087271,0.13114959100806212,0.0,0.5726071029247337,0.145629818160419,0.0,0.0,0.0014307361854881422,0.05240393103042429,0.0
0.08951448147683776,0.17094927979821073,0.0,0.5484928496094759,0.1303369792089212,0.0,0.0,0.006165782855288486,0.05454062705126597,0.0
0.0014894873742098563,0.16661713937713016,0.0,0.6516837444098366,0.1279198171525844,0.0,0.0,0.0,0.05228981168623912,0.0
0.0,0.054396929391089345,0.0,0.7831418395621219,0.042195715379279866,0.0,0.0,0.0031087040118454204,0.11715681165566341,0.0
0.0,0.07537834691501746,0.0,0.41679242300119285,0.07111700369364318,0.05542261314477069,0.0,0.29047557452679684,0.09081403871857888,0.0
0.0,0.08876494313433378,0.0,0.5349950946549907,0.09840122088586897,0.0,0.0,0.18901202717924495,0.08882671414556156,0.0
0.0,0.13996948893974068,0.0,0.5315378747873027,0.15051267382503083,0.0,0.0,0.17797996244792585,0.0,0.0
0.0002993006584614486,0.07717941979472354,0.0,0.7637714802972566,0.15874979924955834,0.0,0.0,0.0,0.0,0.0
0.006067100206916938,0.13612178539757613,0.0,0.6205069464971918,0.1723544191545965,0.0,0.0649497487437186,0.0,0.0,0.0
0.01644901965191462,0.20234054827568126,0.0,0.5781918440433647,0.19951226090670027,0.0,0.00350632712233935,0.0,0.0,0.0
0.011899041644754017,0.23195375075196645,0.0,0.5340153684919431,0.22213183911133644,0.0,0.0,0.0,0.0,0.0
0.0,0.24182976665181344,0.0,0.5041455769721482,0.2540246563760383,0.0,0.0,0.0,0.0,0.0
0.0,0.2221243039147908,0.0,0.5231407972407296,0.2547348988444796,0.0,0.0,0.0,0.0,0.0
0.0,0.25502564337393535,0.0,0.4603710657264096,0.284603290899655,0.0,0.0,0.0,0.0,0.0
0.0,0.2133979959617308,0.0,0.5136867133394977,0.2729152906987715,0.0,0.0,0.0,0.0,0.0
0.0,0.22955583703247254,0.0,0.48962909710573266,0.2743639192237323,0.0,0.0,0.004960079726434867,0.0,0.0014910669116276593
0.0,0.20266865128086953,0.0,0.4418385889090793,0.25932082371563603,0.0,0.0,0.08312334956536194,0.0,0.013048586529053316
0.0,0.1618640747719344,0.0,0.26669775945376195,0.23299442195399514,0.0,0.0,0.33373505214260396,0.0,0.004708691677704606
0.0,0.1499355327742458,0.0,0.26710239327608687,0.21172003017140478,0.0,0.0,0.3712420437782624,0.0,0.0
0.0,0.14851856389238474,0.0,0.27362668775313975,0.20135725608556354,0.0,0.026666221177798318,0.3498312710911136,0.0,0.0
0.0,0.14022453105445176,0.0,0.3088079563378926,0.19529092026629744,0.0,0.12841665617571485,0.22725993616564352,0.0,0.0
0.0,0.12416429653159973,0.0,0.4754183134488235,0.2041037195730063,0.0,0.12570088279835998,0.0706127876482104,0.0,0.0
0.0,0.10491332864839542,0.0,0.5216312368236121,0.18079102248770207,0.0,0.13447235886624506,0.05819205317404545,0.0,0.0
0.0,0.08891047244870759,0.0,0.739461279215397,0.17162824833589535,0.0,0.0,0.0,0.0,0.0
0.0,0.10924342008743874,0.0,0.7050629382940641,0.1856936416184971,0.0,0.0,0.0,0.0,0.0
0.0,0.11052284970105962,0.0,0.6416822056473095,0.24779494465163085,0.0,0.0,0.0,0.0,0.0
0.0,0.11323699079963316,0.0220320681596308,0.6085258704848683,0.22918453983374257,0.0,0.0,0.0,0.027020530722125256,0.0
0.0,0.12800908765679342,0.0016707420971685902,0.6559672785344678,0.163776983591321,0.0,0.0,0.0,0.05057590812024917,0.0
