d_wifi_count,d_edge_wifi_count,d_honk_duration,d_edge_honk_duration
5,0,7,0
8,0,24,5
2,5,1,3
0,2,2,0
1,0,2,3
1,1,2,0
3,9,5,7
1,5,4,1
0,0,0,0
0,0,0,0
1,2,6,0
0,1,0,0
0,0,0,3
1,0,0,0
2,0,4,0
0,1,1,3
2,1,1,0
1,0,0,0
1,4,3,2
1,1,5,6
10,0,34,4
15,0,22,0
4,0,9,0
16,29,3,9
72,28,19,8
12,51,24,4
11,24,11,1
3,15,6,3
7,15,0,1
0,2,0,0
5,8,4,5
4,10,6,1
13,2,4,1
0,0,0,0
4,1,2,0
3,8,2,0
1,10,0,0
6,4,1,0
6,0,0,0
2,2,3,1
0,0,0,0
0,0,0,0
3,0,1,0
3,0,27,1
0,2,0,5
2,4,3,0
0,2,2,5
1,5,2,3
2,5,0,1
2,3,4,0
